datetime,header,text
2026-03-28T16:50:12+02:00,"Кімчі, комбуча та смузі можуть шкодити серцю: що кажуть експерти","Британський фонд серця (BHF) закликав споживачів уважніше ставитися до складу популярних продуктів, які вважаються корисними для кишківника. Йдеться, зокрема, про кімчі, комбучу, фруктові смузі та йогурти з добавками.
У BHF наголошують: такі продукти справді можуть підтримувати здоровий мікробіом, однак іноді містять надлишок солі або цукру, що може негативно впливати на серцево-судинну систему.
Ферментовані продукти, як-от кімчі чи квашена капуста, часто готують із великою кількістю солі. За регулярного або надмірного вживання це може сприяти підвищенню артеріального тиску. Експерти радять обирати варіанти з меншим вмістом солі та контролювати порції.
Окремо фахівці звернули увагу на комбучу. Хоча вона може бути альтернативою солодким газованим напоям, деякі комерційні напої містять доданий цукор.
Також зазначається, що ароматизовані йогурти та готові суміші для смузі нерідко містять значну кількість цукру. Це може спричиняти різке підвищення рівня глюкози в крові. Надмірне споживання цукру, за даними організації, пов’язане зі збільшенням маси тіла, що підвищує ризик інфаркту та інсульту.
Водночас у BHF підкреслюють: ці продукти не є шкідливими, якщо вживати їх у помірних кількостях. Керівниця відділу харчування організації Трейсі Паркер наголосила, що важливо перевіряти етикетки та контролювати рівень солі й цукру, щоб користь для організму не нівелювалася потенційними ризиками."
2026-03-28T16:42:24+02:00,Скільки насправді Росія заробляє на війні в Ірані: Зеленський озвучив шокувальні цифри,"Російська Федерація отримує колосальні фінансові прибутки через дестабілізацію ситуації та війну на Близькому Сході . Країна-агресорка вже заробила мільярди і може повністю перекрити дефіцит свого бюджету, якщо бойові дії затягнуться.
Про це розповів президент України Володимир Зеленський під час онлайн-брифінгу в суботу, 28 березня.
За словами глави держави, наразі лунають дуже різні оцінки щодо заробітків Москви — дехто каже навіть про 300 мільйонів щоденно. Проте, за даними українських фахівців із питань санкцій, лише за перші 15 днів війни Росія збагатилася приблизно на два мільярди.
Водночас країни Близького Сходу зазнають колосальних збитків. Як зазначив президент, лише через безпосередні удари вони вже втрачають від 30 до 35 відсотків своїх прибутків, і це навіть без урахування масштабних наслідків блокування Ормузької протоки.
«Це точно на сьогодні не допоможе руським так сильно, але залежить від того, скільки буде війна. Якщо нараховували на 26-й рік дефіцит 100 мільярдів, тобто вони можуть повернути ці 100 мільярдів, якщо війна буде продовжуватись», — наголосив Володимир Зеленський.
Президент підкреслив, що точні цифри щодо російських прибутків стануть відомі після глибокого аналізу, який він отримає згодом. Проте вже зараз очевидно, що Москва максимально використовує цей конфлікт для власного посилення на тлі шалених витрат на війну проти України.
Крім того, українська сторона фіксує тісну співпрацю між Москвою та Тегераном. Росіяни вже точно діляться з іранцями важливою інформацією та деякими технологіями, хоча підтверджених даних щодо кількості зброї, яку російська армія могла б перекинути до Ірану, поки що немає.
На тлі загострення ситуації президент США Дональд Трамп демонструє вкрай суперечливі сигнали, чим викликає розчарування серед республіканців та союзників. З одного боку він одночасно закликає до миру та заперечує наміри Ірану укласти перемир’я, а з іншого — віддає наказ розмістити тисячі додаткових військових.
Такі мінливі заяви з Білого дому викликають тривогу, адже Трамп уникає конкретики щодо того, що саме вважатиметься перемогою США у цій війні. Білий дім фактично опинився між тиском арабських союзників та вимогами деяких політиків просто вийти з конфлікту.
Водночас для нашої держави криза на Близькому Сході несе як ризики, так і нові можливості. Оцінюючи те, як війна в Ірані вплине на підтримку України, виконавчий директор Центру близькосхідних досліджень Ігор Семиволос наголосив на перспективах вітчизняного військово-промислового комплексу.
За його словами, успішне постачання антишахедних дронів стало серйозним проривом на щільний близькосхідний ринок озброєнь. Це може залучити фінансування арабських країн в українську ракетну програму та інші розробки, хоча водночас Київ отримує тимчасовий негатив у вигляді зростання світових цін на нафту, що живить російський бюджет."
2026-03-28T16:40:18+02:00,Україна — Албанія: букмекери зробили прогноз на товариський матч,"У вівторок, 31 березня , збірна України проведе товариський матч з командою Албанії .
Поєдинок відбудеться на ""Естадіо Сьютат де Валенсія"" в іспанському місті Валенсія. Гра розпочнеться о 21:45 за київським часом.
І Україна, і Албанія не змогли пробитися до фіналу плейоф відбору на чемпіонат світу-2026, поступившись у своїх півфінальних протистояннях.
Команда Сергія Реброва програла Швеції з рахунком 1:3, тоді як албанці зазнали поразки від Польщі (1:2).
Фаворитом прийдешнього матчу букмекери вважають збірну України. На перемогу ""синьо-жовтих"" можна поставити з коефіцієнтом 1,94 . Нічия — 3,63 . Виграш албанців — 3,58 .
Раніше повідомлялося, що Ребров прокоментував поразку збірної України від Швеції та невихід на ЧС-2026.
Також ми розповідали, що Андрій Шевченко відреагував на поразку збірної України від Швеції та непотрапляння на Мундіаль."
2026-03-28T16:38:45+02:00,Коли в квартирах стане холодно: у ДТЕК розповіли про графіки відключення опалення,"Традиційно вважається, що опалювальний сезон в Україні завершується наприкінці березня. Проте на практиці дата відключення тепла не є однаковою для всіх регіонів.
На державному рівні документально закріплено період опалювального сезону від 1 листопада до 31 березня. Це стандартні часові рамки, на які орієнтуються галузеві нормативи.
Проте, як зазначають у ДТЕК, закінчення цього періоду не означає автоматичного вимкнення батарей у кожному будинку країни саме в останній день березня.
Реальне рішення про припинення теплопостачання ухвалюють місцеві громади самостійно. Головним критерієм для них є не календарна дата, а фактичні погодні умови.
Зокрема, тепло починають поступово вимикати лише тоді, коли середньодобова температура повітря стабільно тримається на рівні, який дозволяє обійтися без додаткового обігріву приміщень.
В різних куточках України опалювальний сезон може тривати по-різному. Це залежить від кліматичних особливостей регіону та поточної ситуації в кожній конкретній громаді.
У ДТЕК наголошують, що якщо в регіон повертається холод, подачу тепла можуть тривати довше визначеного терміну.
Відтак, вимкнення опалення в різний час для різних міст — це нормальна практика, яка дозволяє збалансувати енергоспоживання та комфорт мешканців.
Документ передбачає, що у разі знищення житла нарахування за комунальні послуги припиняється, а якщо житло пошкоджене і непридатне для проживання — оплата призупиняється на цей період.
Також законом врегульовано питання заборгованості, що виникла після 24 лютого 2022 року, зокрема на тимчасово окупованих територіях, і визначено механізми взаємодії між органами влади та постачальниками послуг для фіксації пошкоджень і припинення нарахувань.
До слова, в Україні зростає кількість несплачених боргів за комуналку , водночас окремі комунальні компанії обговорюють можливість співпраці із колекторами для стягування заборгованості — про це в коментарі для ТСН.ua розповів очільник Спілки споживачів комунальних послуг Олег Попенко.
Своєю чергою, ресурс Opendatabot.ua, який періодично готує звіти зокрема і на тематику заборгованості населення за комуналку, нещодавно повідомив, що понад 794 тисячі виконавчих проваджень щодо боргів за комунальні послуги наразі зафіксовано у Єдиному реєстрі боржників."
2026-03-28T16:32:37+02:00,Як приготувати домашню ковбасу за рецептом XVIII століття,"Фудблогер Mike Smith на своїй сторінці 18th Century Cook розповів про рецепт ковбаси, який він взяв із класичної книги «The Cook’s Oracle» («Оракул кухаря»)британського лікаря та кулінара Вільяма Китченера. Це не просто страва, а кулінарна історія, яка розповідає, як готували їжу в епоху до холодильників і супермаркетів.
У XVIII столітті м’ясо потрібно було не лише смачно приготувати, а й зберегти. Саме тому такі техніки, як соління та копчення, були життєво необхідними. Сьогодні ж вони стали способом створити насичений, глибокий смак, який неможливо відтворити швидкими методами.
У великій мисці ретельно змішайте всі інгредієнти до однорідної маси.
Залиште фарш у холодному місці на ніч. Це дозволить розкритися смакам, зробити текстуру щільнішою та підготувати м’ясо до наповнення оболонок.
Наповніть свинячі кишки підготовленим фаршем і сформуйте ковбаски.
Залиште ковбаски ще на кілька годин або на ніч у холоді.
Готувати можна різними способами, наприклад, смажити, запікати чи коптити. Автор рецепта обрав копчення на яблуневій деревині: 3 години за температури приблизно 110–120°C.
У XVIII столітті копчення було необхідністю, воно допомагало зберігати м’ясо без холодильників. Разом із солінням ця техніка запобігала псуванню продуктів. Сьогодні ж копчення — це вже гастрономічне мистецтво. Воно додає глибину смаку, характерний аромат та унікальну текстуру.
Ці ковбаски — приклад того, як традиції можуть бути актуальними й сьогодні. Простий набір інгредієнтів, повільний процес і увага до деталей створюють результат, який не потребує складних технологій.
Рецепти минулого — це не лише кулінарія, а й спосіб відчути зв’язок з історією. Домашні ковбаски за рецептом XVIII століття доводять, що справжній смак народжується не зі складності, а з часу, терпіння та правильних інгредієнтів."
2026-03-28T16:32:10+02:00,Яку зарплату отримують в ТЦК і від чого вона залежить: роз’яснення ЗСУ,"Стало відомо, скільки сьогодні отримують військові та цивільні фахівці в ТЦК, а також від чого залежить розмір їхнього грошового забезпечення.
Про це пишуть Новини.LIVE з посиланням на відповідь від Головного управлінні комунікацій ЗСУ.
В управлінні пояснили, що штат ТЦК та СП складається з:
Тому фінансове забезпечення їм нараховується за різними принципами.
на територіях активних бойових дій — 100 відсотків посадового окладу;
на територіях можливих бойових дій — 50 відсотків посадового окладу.
офіцерський склад — від 23 689 до 48 359 грн на місяць;
За інформацією видання, зарплати державних службовців, що працюють в ТЦК в тилу, такі:
провідний спеціаліст — 22 113-24 375 грн;
Цивільні працівники, які отримують на руки від 7 800 грн до 25 502 грн на місяць.
А на Львівщині екскерівник Львівського ТЦК приховав майна на 8 млн . Він «загубив» у декларації Mercedes та майно тещі.
Раніше Герой України, військовий Владислав Стоцький розповів, що після слів про нібито «прайс» Закарпатського ТЦК для ухилянтів у нього почалися проблеми."
2026-03-28T16:32:06+02:00,Міс Таїланд оконфузилася просто на сцені через випадіння щелепи,"На конкурсі Міс Гранд Таїланд 2026 18-річна Камолван Чанаго зіткнулася з непередбачуваним моментом — під час промови на сцені у неї випали верхні вініри.
Але дівчина виявила неймовірну спокійність. Вона швидко виправила ситуацію і продовжила виступ так, ніби нічого не сталося. Глядачі аплодували, а момент миттєво став вірусним у соцмережах, повідомляють Daily Mail .
Сцена, світло софітів та хвилювання конкурсу не зупинили Камолван. Її витримка та впевненість підкреслили не лише професіоналізм, а й гламурний шарм, який привертає увагу фанатів краси з усього світу.
Організатори конкурсу відзначили, що такі моменти роблять шоу живим і непередбачуваним. Камолван Чанаго змогла перетворити незручну ситуацію на демонстрацію харизми та внутрішньої сили.
Церемонія коронації Міс Гранд Таїланд 2026 відбудеться у суботу, 28 березня, і після такого виступу публіка явно підтримує її шанси на перемогу."
2026-03-28T16:23:58+02:00,Чи воюватимуть українські військові на Близькому Сході: Зеленський дав остаточну відповідь,"Українські військові не братимуть безпосередньої участі в бойових діях під час війни на Близькому Сході, а лише передаватимуть досвід, зокрема, у захисті від іранських дронів.
Про це повідомив президент України Володимир Зеленський під час онлайн-брифінгу з журналістами.
За його словами, співпраця з країнами Перської затоки передбачає експертизу, навчання, спільне виробництво та інвестування.
«Усі ці напрямки будуть задіяні. Що стосується наших військових, ми сьогодні не обговорюємо, що вони братимуть участь в іншій війні. Нам вистачає своєї війни», — наголосив президент.
Володимир Зеленський зазначив, що українські військові працюватимуть у країнах Перської затоки як експерти у захисті, проводитимуть тренування та навчання.
«Ми проговорюємо всі ці питання», — сказав він, додавши, що поки не може поділитися подробицями.
Раніше Володимир Зеленський повідомляв, що українські фахівці на Близькому Сході захищають стратегічну інфраструктуру, енергетику та цивільне населення. За словами президента, до Близького Сходу вирушили українські фахівці з ППО, а також засобів радіоелектронної боротьби.
Президент Зеленський також повідомив, що українські експерти вже кілька тижнів працюють за кордоном та посилюють систему захисту в Об’єднаних Арабських Еміратах. Вже є перші результати.
Раніше Сполучені Штати Америки звернулися до України щодо захисту від дронів їхніх баз на території близькосхідних країн. Також про допомогу попросили Саудівська Аравія, Катар, Об’єднані Арабські Емірати, Бахрейн, Йорданія, Кувейт.
Президент Зеленський повідомив, що близько 210–220 українських експертів з протиповітряної оборони вже тривалий час перебувають у країнах Близького Сходу. Зокрема, працюють у Катарі, ОАЕ та Саудівській Аравії. Вони надають консультації щодо боротьби з масованими атаками безпілотників."
2026-03-28T16:23:00+02:00,Які яйця корисніші: перепелині чи курячі,"Найцінніше в перепелиних яйцях — висока концентрація корисних речовин у кожному маленькому жовтку. Вони особливо потрібні:
Мозку та нервам. Холін і вітаміни групи B покращують пам’ять і допомагають справлятися зі стресом.
Імунітету. Залізо та вітамін А зміцнюють захисні сили організму і підтримують зір.
Алергікам. Білок овомукоїд рідко викликає алергію і навіть використовується у ліках проти алергії.
Серцю та кісткам. Калій і фосфор потрібні для міцного серцевого м’яза і здорових зубів.
Попри користь, перепелині яйця мають свої нюанси :
Сальмонельоз. Міф про те, що перепілки не хворіють через високу температуру тіла, — хибний. Ризик менший, ніж у курячих, але сирі яйця краще не вживати.
Холестерин. Жовтки перепелиних яєць містять більше холестерину за грам продукту. Людям із високим рівнем холестерину варто бути обережними.
Короткий термін зберігання. Вони швидко висихають, тож легке яйце — ознака несвіжості.
Курячі яйця — доступний і надійний джерело білка, «золотий стандарт» дієтології.
Перепелині ж — вітамінна бомба та лікувальний ефект у маленькому форматі. Ідеально підходять як добавка до раціону: 4–6 штук на день для дорослого . Хочете швидко підняти гемоглобін або шукаєте безпечну альтернативу для дитини-алергіка — перепелині яйця будуть кращим вибором. Експерти радять варити їх 3–4 хвилини або смажити."
2026-03-28T16:19:38+02:00,Юнацька збірна України здобула другу перемогу в елітраунді відбору до Євро-2026,"Юнацька збірна України (U-19) розбила команду Казахстану (3:0) в другому турі елітраунду відбору на чемпіонат Європи-2026 з футболу.
Цже від 30-ї хвилини зустрічі ""синьо-жовті"" грали в більшості — пряму червону картку у складі Казахстану заробив Шехран Калмурза .
Незадовго до перерви українці відкрили рахунок — з передачі Дмитра Богданова відзначився Владислав Тютюнов .
У другому таймі підопічні Дмитра Михайленка ще двічі вразили ворота суперника — на 71-й хвилині забив Олександр Каменський , а на 85-й хвилині Дмитро Богданов установив остаточний рахунок гри, оформивши дубль.
Зазначимо, що в першому турі елітраунду відбору до Євро-2026 (U-19) збірна України перемогла Північну Ірландію (1:0).
Наразі Україна U-19 з 6 очками очолює свою групу елітраунду відбору на Євро-2026.
Заключний матч ""синьо-жовті"" проведуть проти Румунії (31 березня о 17:00), яка приймає всі матчі турніру в цій групі. На Євро-2026 вийде лише переможець квартету.
Фінальна стадія Євро-2026 (U-19) відбудеться від 28 червня до 11 липня в Уельсі. Жеребкування фінального турніру заплановано на 16 квітня."
2026-03-28T16:15:48+02:00,Чи є дефіцит пального в армії на тлі енергетичної кризи: Зеленський дав відповідь,"На тлі енергетичної кризи в Україні військо не відчуває дефіциту пального. Постачання для армії залишаються пріоритетом.
Про це заявив президент України Володимир Зеленський на онлайн-брифінгу, повідомляє кореспондентка ТСН Олена Чернякова.
За його словами, постачання дизеля та бензину для всієї країни, включно з військовими потребами, становить близько 700 тисяч тонн на місяць. У річному вимірі це приблизно 7,2–7,4 мільйона тонн.
«Ми розуміємо, як це забезпечувати, окрім контрактів, ми проговорюємо деякі ще домовленості окремі, щоб забезпечити безумовний приоритет — армію», — зазначив глава держави.
Наразі, за словами президента, жодних скарг від військових щодо пального не надходило — потреби армії закриті на 100%.
Глава держави зазначив, що йому вдалося досягти домовленостей щодо постачання дизельного палива.
«Я вчора домовився про дизель, як мінімум на рік. І далі це питання вже нашої компанії („Нафтогаз“) і компаній місцевих», — зазначив президент."
2026-03-28T16:07:14+02:00,Що відомо про нову оборонну угоду України з Катаром: Зеленський розкрив перші подробиці,"Україна виходить на новий рівень стратегічної співпраці з країнами Близького Сходу. Президент Володимир Зеленський розповів про підписання двох масштабних оборонних угод із Катаром та Саудівською Аравією терміном на 10 років. Аналогічний документ наразі готується до підписання з Об’єднаними Арабськими Еміратами (ОАЕ).
Про це він повідомив під час онлайн-брифінгу, відповідаючи на запитання кореспондентки ТСН .
Головною метою нових домовленостей є формування довгострокової системи захисту інфраструктури від атак різного характеру. Президент наголосив, що співпраця не обмежиться лише закупівлями, а перейде у площину спільного виробництва.
«Це глобальний експорт, ми говоримо про 10-річне співробітництво. Тобто ми впродовж цих 10 років будемо займатися продукцією, будувати заводи, як в Україні, лінії виробництва, так і в цих країнах», — заявив Зеленський.
За словами глави держави, угода з ОАЕ буде підписана протягом найближчих днів. Сторони вже погодили юридичну складову на рівні президентів, і зараз фахівці завершують роботу над текстом документа.
Окрім оборонної сфери, президент зосередив увагу на забезпеченні країни пальним у разі світових криз. Зеленському вдалося досягти домовленостей щодо стабільного постачання дизельного палива.
«Я вчора домовився про дизель, як мінімум на рік. І далі це питання вже нашої компанії („Нафтогаз“) і компаній місцевих», — зазначив президент.
Глава держави підкреслив, що стратегічне завдання полягало в тому, щоб гарантувати країні паливний ресурс у разі сильних викликів на глобальному ринку.
Наприкінці брифінгу Зеленський заінтригував журналістів анонсом майбутньої зустрічі, подробиці якої поки що тримаються в таємниці на прохання партнерів.
«У мене буде ще зустрічі, ми не говоримо поки що публічно про неї. Але по поверненню одразу проговоримо», — резюмував Зеленський.
За словами Зеленського, експерти провели низку зустрічей із представниками сил безпеки та оборони ОАЕ та працюють над впровадженням рішень для зміцнення захисту неба і критичної інфраструктури.
Він зазначив, що вже є розуміння, як інтегрувати український досвід протидії повітряним атакам, який довів свою ефективність під час війни.
На тлі цього, 27 березня Зеленський повідомив, що Україна та Саудівська Аравія підписали документ про оборонну співпрацю, який створює базу для інвестицій, технологічного партнерства та обміну досвідом у боротьбі з атаками. Окрім оборони, сторони обговорили ситуацію на Близькому Сході, співпрацю Росії з Іраном та взаємодію в енергетичній сфері."
2026-03-28T16:06:54+02:00,Зеленський прокоментував заяву Ірану про «удар по українцях» у Дубаї: що було насправді,"Президент Володимир Зеленський прокоментував заяву Ірану про нібито удар по українським складу протидронових систем у Дубаї.
Про це глава держави повідомив під час онлайн-брифінгу.
«Всі переживають. Іранці і „рускі“ запускають багато дезінформації — сказали, що вдарили десь по наших хлопцях, що вбили українців, що розбомбили перехоплювачі. „Рускі“ в своєму репертуарі — нічого не було», — запевнив Зеленський.
Ця заява пролунала невдовзі після того, як президент України Володимир Зеленський оголосив, що Україна та ОАЕ домовилися «співпрацювати у сфері безпеки та оборони». Також Зеленський заявляв, що українські експерти вже кілька тижнів працюють за кордоном та посилюють систему захисту в Об’єднаних Арабських Еміратах.
В МЗС та РНБО України категорично заперечили заяву Ірану.
Як зазначає The Guardian, ОАЕ поки що не коментували ймовірний напад у Дубаї."
2026-03-28T16:05:55+02:00,"США можуть переправити зброю для України на Близький Схід: Зеленський сказав, чи це правда","Президент України Володимир Зеленський заявив, що наразі не зафіксовано випадків перенаправлення озброєння з раніше погоджених пакетів.
Про це він сказав під час онлайн-брифінгу.
З його слів, подальший розвиток ситуації залежить від низки факторів, зокрема тривалості війни.
«Україна уважно аналізує обсяги застосованої зброї США, а також можливості Ірану, щоб краще розуміти ризики та потреби сторін. Сподіваюсь, що пакети не будуть перенаправлені — наразі таких сигналів не було», — наголосив президент.
Раніше ЗМІ повідомили, що Пентагон опрацьовує можливість перегляду напрямку постачання озброєння, яке раніше планували передати Україні , на користь Близького Сходу. Причиною такого кроку є стрімке виснаження запасів критично важливих боєприпасів США на тлі загострення війни з Іраном.
У виданні Defense Express зазначили, що загроза стрімкого настання дефіциту ракет MSE до Patriot через війну в Ірані була доволі легко прогнозованою. Бо ще два тижні тому країни Перської затоки мали використати понад 1600 зенітних ракет до цього ЗРК."
2026-03-28T15:50:43+02:00,Блокада Ормузької протоки: світу загрожує глобальний дефіцит товарів та стрибок цін,"Блокування Ормузької протоки матиме довготривалі наслідки
Війна між США, Ізраїлем та Іраном і подальше перекриття Ормузької протоки вже спровокували стрибок цін на енергоносії . Однак конфлікт вдарить не лише по вартості пального: під загрозою опинилося глобальне постачання їжі, ліків та навіть мікрочипів для побутової техніки.
Країни Перської затоки є найбільшими експортерами нафтохімії, зокрема добрив, які критично важливі для світового сільського господарства. За даними ООН, через протоку зазвичай проходить близько третини світових поставок карбаміду, калію, аміаку та фосфатів. Проте від початку бойових дій експорт цих речовин морським шляхом стрімко обвалився.
Аналітики б’ють на сполох, адже березень і квітень — це гарячий сезон посівної у Північній півкулі. Брак добрив зараз неминуче призведе до катастрофічної втрати врожаю наприкінці року. За підрахунками експертів, через це світові ціни на пшеницю можуть зрости на 4,2%, а на фрукти й овочі — на понад 5%.
«Відносно нетривале перекриття поставок порушить увесь процес дозрівання врожаю, що матиме наслідки для продовольчої безпеки, які зберігатимуться ще тривалий час після відкриття протоки», — зазначають дослідники з Кільського інституту світової економіки.
Блокада протоки також серйозно вдарить по виробництву передових технологій та медичному обслуговуванню. З Катару через цей водний шлях постачається третина світового гелію, необхідного для створення мікрочипів для смартфонів та охолодження магнітів в апаратах МРТ. Оскільки великий катарський завод зупинився через атаки безпілотників, ціни на електроніку та медичні дослідження можуть злетіти в рази.
Крім того, під загрозою опинилося світове виробництво життєво необхідних ліків та сучасних акумуляторів. Нафтохімічні матеріали, що експортуються з Перської затоки, є базою для виготовлення антибіотиків і знеболювальних. А сірка, яку також масово вивозять цим шляхом, використовується для переробки літію, кобальту та нікелю — головних компонентів батарей для електромобілів і техніки.
Єменські хусити, які підтримують Тегеран, офіційно вступили у війну на Близькому Сході. Вночі 28 березня вони вперше вдарили балістичними ракетами по військових об’єктах Ізраїлю, заявивши, що їхні операції триватимуть до закінчення «агресії» на всіх фронтах. Повстанський рух наголосив, що ця атака стала прямою відповіддю на обстріли інфраструктури в Ірані, Лівані та Іраку.
На тлі загострення ситуації президент США Дональд Трамп демонструє вкрай суперечливі сигнали, чим викликає розчарування серед республіканців та союзників. З одного боку він одночасно закликає до миру та заперечує наміри Ірану укласти перемир’я, а з іншого — віддає наказ розмістити тисячі додаткових військових у регіоні.
Такі мінливі заяви з Білого дому викликають тривогу, адже Трамп уникає конкретики щодо того, що саме вважатиметься перемогою США у цій війні. Білий дім фактично опинився між тиском арабських союзників та вимогами деяких республіканців просто вийти з конфлікту.
Щодо російського сліду, то експерти підтверджують обмін розвідувальними даними між Москвою та Тегераном. Відповідаючи на запитання про те, чи зможе Путін і надалі передавати зброю Ірану, виконавчий директор Центру близькосхідних досліджень Ігор Семиволос оцінив обірвані «логістичні судини» обох країн.
За його словами, наразі постачання Каспійським морем фактично зупинилося, адже акваторію постійно моніторить американська та ізраїльська авіація. А щодо можливого передавання російських зенітно-ракетних комплексів, то якщо такі поставки й були, вони здійснювалися ще до початку повномасштабної військової операції союзників."
